text,tags
份量蛮多的，口味也很好，本来想自己买材料煮火锅的，出门就吃上了季季红[憨笑],
和朋友约着一起吃火锅，打完台球有点饿了，只看见季季红还在营业，当时已经两点五十了，服务员也很热情地招呼我们，菜品也蛮新鲜的，份量也足，好吃??，环境也蛮不错的，因为吃不了辣，点了个全三鲜，好好吃，推荐大家来季季红！,"菜品其他分类(正面), 服务整体环节 (正面)"
正月初一开了七个小时自驾到了景德镇，到的时候比较晚了担心正月里开的店不多又怕太晚吃不到什么，没想到居然找到家可以开到凌晨一点的火锅店，沿途还看到家它的分店是传统店铺装修，到的时候发现这家装修得非常粉嫩，整面墙的盲盒陈列，都是年轻人喜欢的元素。比较意外的是晚上九点多居然停车场入口还在排队等入场[笑哭]  火锅点菜也不是扫码式，而是类似火锅超市，一盒盒明码标价，各取所需放在篮子里最后一起结账，有些海鲜和烤串是拿牌子在收银台一起结账。不得不说这物价震惊我了，太便宜了，我没有具体看但是好像看到个土豆片4块钱一盒，文蛤一盒好像15左右，和苏州的物价完全不能比啊。 这个价格的菜你也不能有太多的要求，已经便宜至此了只要不难吃我觉得都ok。桌面不是很干净，叫服务员擦了一遍感觉还是很油，问有没有湿巾也没有，还是我们自己附近超市去买了回来擦擦消毒。服务基本没有的，基本靠自助。 最后结账了600多我还是不得不再感慨下真的非常便宜。,"店内服务问题(负面), 服务整体问题 (负面)"
服务员上菜态度差，锅底汤都要烧干了也不知道巡台,服务整体问题(负面)
服务态度很好 上菜很快 菜品很好吃 环境很好很好 吃火锅就来季季红,"出餐环节(正面), 服务整体环节 (正面)"
服务员服务态度不行，服务速度慢，况且时间是十一二点，调料台很多次都是空的。基本都是自助，跑来跑去很麻烦。店铺环境不错，适合拍照打卡。,服务整体问题(负面)
食品很新鲜，很好吃，服务态度很好，加汤也很及时。,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
被季季红狠狠圈粉！！！来之前想着这么便宜能有多好吃 吃完吃嗨了 酱料都是自助免费的！！主要是花生酱芝麻酱味道都特别好 不是外面很水的那种酱 还有免费的银耳汤和冰淇淋 还不收餐位费 这也太良心了 「虾滑」「冰火蕉佳」「手工牛羊肉丸子」「莲藕肉丸子」「海草」都很好吃！！！,"菜品其他分类(正面), 口味好 (正面)"
真的非常无语 因为吃过金鼎的季季红所以才来尝尝宝龙的季季红 体验感极差！极差！ 1、我们从排队开始到上菜等了整整有一个半小时不止 真正坐到位置上后 就能发现凳子上全是油渍还有菜叶 桌子上也是湿湿的有油 2、吃到一半 我大喊了三四句 服务员可以帮我加下汤吗 没有人理我 然后我去当面叫了一个红衣服的服务员 那个服务员嘴上说好 结果我又是等了半天汤也没加上 我们点的番茄锅里面的方便面都要变成炒面了我实在忍不了才去又叫了一遍 才有人给我加汤 3、碗也没有 勺子也没有 被子上还有黄色的东西  后面我核对小票才发现 我们都快吃完了 虾滑还没上[微笑] 真的非常生气非常无语 吃过的最差的一家季季红 上菜速度又慢环境又差  最无语的是毛肚里还有头发你敢信 对比一下才能发现原来海底捞这么好 真的无语了 气的我发这么多。,"迎宾排队问题(负面), 店内服务问题 (负面), 出餐问题 (负面), 服务整体问题 (负面)"
味道还可以 平价优惠 两人人均150➕ 冲冲冲,
被出租车司机推荐季季红是整个江西的连锁店，但是连锁店可能也有一个常见的问题，就是味道没有特别大的特色。南昌是第一次吃季季红的地方，之后在江西的其他几个地方也吃过。连锁店的好处就在于菜品的质量比较稳定，而不会有特别大的起伏。,
无语 在店里掉了钱已经去店里了还不让查监控不让查监控就算了态度还那么差无所谓的心态别人的钱不是钱 如果是你的钱你早就查监控了作为经理都那种态度 这店迟早毁他手上我以为国企服务态度不要很差今天大开眼界了也是牛逼去过很多家季季红第一次看这么嚣张的人下次再也不去了,服务整体问题(负面)
很开心来季季红店吃火锅，好吃，服务好，环境卫生好,"菜品其他分类(正面), 服务整体环节 (正面)"
火锅店这样开很垃圾，开始不知道全程是自助的，菜选好了自己拿过去，油炸好了都要我们自己去拿？？？你直接让我带回家自己煮好吗，而且服务人员态度也不行！！开始问要不要等，直接就是不理人？我们打算走去别的店告诉我做那边的桌，要不是懒得走肯定不会在这吃了,服务整体问题(负面)
无语 在店里掉了钱 已经去店里了 ￼还不让查监控 不让查监控就算了 态度还那么差 无所谓的心态 别人的钱不是钱 如果是你的钱 你早就查监控了 作为经理都那种态度 这店迟早毁他手上￼￼ 我以为国企服务态度不要很差 今天大开眼界了 也是牛逼 去过很多家季季红 第一次看这么嚣张的人 下次再也不去了,服务整体问题(负面)
今天是周五，难得更朋友们聚一下，就想着去哪里吃一顿，想了好久都没想到，然后我决定去季季红吃火锅，本来是下午来的，结果排了好多人，就晚上来吃了，生意是真的火爆，这家火锅的菜品种类很多，肉卷也很鲜嫩，每次来都会点。,"食材好(正面), 口感好 (正面)"
服务超级棒吃过服务态度最好的一家季季红，喜欢吃好吃去吃,服务整体环节(正面)
态度恶劣，对于自己造成的错误不承认；店铺管理混乱，上菜速度很慢，没有人加汤！,"出餐问题(负面), 服务整体问题 (负面)"
【服务】叫服务员有点不搭理，让服务员给个围裙或围兜，吃完都没看见拿来，吃个饭，收盘子的盘子摔了五六次盘子不止，环境味道都不错，就是服务员的态度不怎么好，希望下次来服务员收盘子别老摔盘子,服务整体问题(负面)
过年吃火锅太划算了。从来不涨价季季红火锅但是来吃火锅人是蛮多的，等了20多分钟。装饰好喜庆。红红火火菜品实惠，好吃，分量很足。值得推荐。,迎宾排队问题(负面)
季季红的菜品味道特别好，价格也实惠很适合朋友一起来吃，这里的红糖糍粑和油炸酥肉也味道特别好,口味好(正面)
体验非常好，价格公道，下次还会再来的.^◡^.,
「#油炸酥肉」好吃「#冰淇淋」免费的，推荐推荐。 【口味】不错 【环境】装修新颖 【服务】上菜快,"出餐环节(正面), 菜品其他分类 (正面)"
服务态度好   服务周到 火锅味道好 环境干净，让人适宜 食材种类多样,"口味好(正面), 服务整体环节 (正面)"
刚来冰淇淋就没有，而且还不续，小朋友特地想来吃冰淇淋的，失望！！！,
这里的肥牛卷味道特别好，锅底特别好，特别好吃，今天是和家人一起来的，小孩子不吃辣还点了一个三鲜锅，这里的新品味道也特别好，环境不错，服务也很到位，这里的小料也特别丰富，菜品种类多样，这里的油炸小馒头和红糖糍粑也特别好吃，非常值得推荐,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面), 食材好 (正面)"
性价比高，已经吃过很多次了，服务员上菜很快,出餐环节(正面)
春节回家过年，太想吃火锅了，特地来县城找了一家，说不出位置，全国连锁看着很靠谱，前后来吃了两次，总体也算是满意的 菜品性价比还是比较高的，两个成人+两个小孩吃210，第二次三个大人吃了160，价格的还是对于我来说感觉比较实惠的 非常推荐烧烤类的，第一次点的鱿鱼很辣特别好吃，很爱，明年回来还得吃！！ 小城市没有办法说有什么服务，但是吃的话还是很开心的，总体很满意~~,"菜品其他分类(正面), 口味差 (负面)"
价格实惠，菜品种类多，好吃，下次再来,"菜品其他分类(正面), 食材好 (正面)"
很喜欢吃这里的调料 味道很好，适合我们这边人的胃口 调料种类多 看了一下都是毕竟有名的 很好,"菜品其他分类(正面), 口味好 (正面), 食材好 (正面)"
一进来就给我一种很好的感觉 因为环境真的很好 让人放心享用美食 菜品创意十足  味道超赞 而且一看就让人觉得很有食欲,
季季红新出了个820抵1000的卷还是很好用的，等于打了八折，没有其他限制，想用就用，太好了，又省了一笔，哈哈,菜品其他分类(正面)
店里面很喜庆 到处都是灯笼 环境看着就很舒服 菜品也好吃 又多又好 很满意的一次,
味道超级好，这家环境也很好，非常干净，服务态度很好，菜品很新鲜，价格实惠，上菜速度非常快，基本是隔一段时间就会来一次。,"出餐环节(正面), 服务整体环节 (正面)"
餐厅环境很好让人感觉很舒服菜品味道很棒 服务态度非常好。服务员热情周到 价格优惠 性价比高。餐厅卫生很好  服务是我见过最好的 很多细节考虑的很到位 完全体现了 顾客至上的理念,服务整体环节(正面)
好吃不贵，下次还会再来。就在新建新城吾悦四楼季季红,菜品其他分类(正面)
[服务铃]服务: 差 什么都好就是服务差 叫加水都不上心,服务整体问题(负面)
好吃 非常好吃 非常非常好吃 卫生也非常干净,
和女朋友一起来这家火锅店吃火锅 火锅味道还不错,口味好(正面)
特别方便就家楼下，服务也很好，值得推荐。,服务整体环节(正面)
挺不错的 还有免费的冰淇淋 超级好吃 服务也不错 推荐季季红的多汁牛肉丸超级好吃 每次必点,"菜品其他分类(正面), 服务整体环节 (正面)"
菜怎么一到人多的时候就少得可怜,
锅底味道还可以 没啥服务 吃个饭还得先付账跟谁吃不起似的 上菜也不快 菜量一般,"出餐问题(负面), 口味好 (正面), 服务整体问题 (负面)"
味道很好，人员爆满，服务也很好,服务整体环节(正面)
环境很好，服务态度也不错，今天坐的小桌，小桌排队也挺快的，价格也实惠不错，推荐，推荐，推荐[得意][得意][得意],"迎宾排队环节(正面), 服务整体环节 (正面)"
服务态度还可以，菜品口味也可以，服务员也很热情,服务整体环节(正面)
因为是在老家吃的，火锅底料还可以，但是菜品一般，不算很新鲜。服务也不是很好。一直喊人没有人理你。环境的话看起来不是很干净。唯一的优点就是吃饭的时候，不需要排队。当时是跟家人一起去的。可以自己带酒水。酱料也是可以自己调的。,"菜品其他分类(正面), 迎宾排队环节 (正面), 服务整体问题 (负面)"
店面干净整洁，服务态度很好，口味也很独到，非常建议大家都来尝尝。,服务整体环节(正面)
对我来说出行的意义就是好吃的，好吃的，还是好吃的！好吃,
来南昌本来没有吃火锅的预算，没想到满大街全是季季红火锅，不想吃也硬给人眼睛里塞，果断安排！去了新开的一家店，听服务员说大年三十才开业，店里环境很好，蓝色的装修，菜品都很新鲜，而且还便宜，牛蛙上桌还在跳，免费冰激凌好吃！但是这个店好像是自助，服务员见不着人，加汤啥的不及时，店里也没热水，娃没得喝，只能点酒水,"菜品其他分类(正面), 服务整体问题 (负面)"
来了很多次了，味道都还不错，服务态度也很可以,服务整体环节(正面)
第一次来这家火锅店，以前只是听说过季季红，今天天气挺热的，进来还得开着空调的，让人感受是真不错，服务态度也很好，环境的氛围也不错??,服务整体环节(正面)
味道好服务好环境好口味好,服务整体环节(正面)
跟朋友一起来吃的，很好吃，喜欢番茄过,菜品其他分类(正面)
「精品肥牛卷」「油炸鸡米花」「串串小腊肠」「嫩牛肉片」「蟹肉味棒」「毛肚」「鲜美肥羊卷」每次回家都要吃一次的季季红，「手工牛羊肉丸子」「油炸酥肉」酥肉很好吃，就是人太多了，排队排好久，「油炸鱿鱼脚」「油炸素鸡」季季红的油炸也很好吃,"迎宾排队问题(负面), 菜品其他分类 (正面)"
服务超级无敌差，坐了十几分钟筷子都可以一双，全程没有一个服务员来看是什么情况，体验感超级差，这辈子不会再来第二次，也会跟身边的朋友说别来??,服务整体问题(负面)
过年和家人出来玩，来了万达玩，小孩想吃火锅我们就过来了。人很多很热闹，过年的氛围也很好挂了很多灯笼??，还新上了冰淇淋小朋友很喜欢 打了几个冰淇淋的时间菜也上了 很赞??,菜品其他分类(正面)
锅底非常美味，三秒海带相当ok，八秒毛肚杠杠的！,"菜品其他分类(正面), 口味好 (正面)"
非常划算，价格合适，满有趣，免费冰淇淋，跟家人盆友一起来非常OK，不错不错哦,
【口味】很好吃， 【环境】很好， 【服务】态度很好， 【性价比】对于学生很有性价比。,服务整体环节(正面)
环境不错！！！！菜品新鲜！！！服务态度很好！！！适合平民消费！！！,服务整体环节(正面)
值得我们来吃,
土生土长的抚丢人，怎么能没吃过江西人自己的火锅—季季红 趁着春节假期带上对象和老妹，必须得来尝上一尝 注册会员，扫码点单，锅底20+，蔬菜均价个位数，点了两份肉「大份羔羊卷」「精品肥牛」和一份「毛肚」，再加一些蔬菜炸串，「贡菜」脆脆的很爽口「鸭血」鸭血很嫩，炸豆腐皮涮火锅很香，就像螺狮粉里的那个腐竹，「酥肉」小酥肉有点油，「油炸火腿肠」很短一个，味道很入味，很像抚州辣条味 三个人吃了160，人均50+吃撑[调皮]「季季红火锅(沃尔玛店)」,"口味好(正面), 食材差 (负面), 口感好 (正面), 口味差 (负面)"
非常棒！食材都非常好，很是新鲜。无论是牛肉还是其他，都值得一试。糍粑也是非常软糯，蟹肉棒质感很好，牛脊髓我是第一次吃，香香软软。汤底也很好，不咸但是香。环境很棒，在大厅里，不闷。服务也不错，非常开心。环境很好，适合家庭聚会朋友聚会和请客都可以，服务也还算不错，比较主动，我们点的鸳鸯锅，红锅还可以，一定要点一份鸭血，锅没开之前就煮下去，惊喜的是白锅很好吃，特别是煮虾滑，夏天到了点个可乐配火锅简直巴适,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面), 口感好 (正面)"
这家季季红挺不错的哦，在龙湖天街不用停车费，可以慢慢吃，不着急，这家店吃了几次，全是年轻人，吃饭比较自由自在，自己点吃完走人，没人烦这家季季红挺不错的哦，在龙湖天街不用停车费，可以慢慢吃，不着急，这家店吃了几次，全是年轻人，吃饭比较自由自在，自己点吃完走人，没人烦,
[薄荷]环境: 庐阳国际店，店比较大，一楼二楼都有桌位，??半隔开的包间，不喜欢人多可以把窗帘拉起来。 [服务铃]服务: 服务态度中规中矩，整体来说还不错，过年生意好的都是人，7点外面还有排队等候的。 「精品肥牛卷」「鲜美肥羊卷」肥牛卷肥羊卷小孩子特别喜欢，几个小孩吃了好几盘，过年天天吃喝换个口味吃吃火锅还是不错的选择,菜品其他分类(正面)
初五带着小孩去吃了，整体装修风格真的非常不适合火锅店，季季红的性价比应该是不错的，但乐安这家店真让人无语，我不知道是不是过年期间，这个份量真的太少了，小酥肉我没记错的话应该没有区分大小份的，但只有6根的样子，还有两根是焦了的；味道的话，中规中矩,分量少(负面)
店内环境很好，菜品也很新鲜，价格也很便宜，推荐！,
一如既往的OK，只要是南昌人都不会陌生季季红火锅的味道，一代代南昌人从小到大的回忆，如果是外地来南昌的朋友一定要到季季红吃一下南昌本地火锅，经济实惠同时又是正宗南昌连锁火锅的味道，值得推荐值得点赞，一起来吧,
太差了，服务态度一般，进店十多分钟，都没人上餐具，而且拿上来的筷子还不干净，那算了，自己去自助服务区拿吧，打开抽屉，全是脏的，没洗干净，跟一个服务员讲了，她就说，哦，那你挑一双干净点的吧，季季红的就这样不管事的吗????，大家别踩雷了??,"店内服务问题(负面), 服务整体问题 (负面)"
口味整体还不错，小份的量的食材非常适合，最喜欢的是牛肉，毛肚，贡菜。毛肚非常脆，豆皮儿也挺不错的。小料还是挺好的，就是有一点甜。虾滑也比较推荐，整体性价比还可以，就是点多了。唯一的不足是底汤的筒骨差一点。,"菜品其他分类(正面), 菜品其他分类 (负面), 口感好 (正面)"
真不行！下次不来了！服务真不行,服务整体问题(负面)
真的是性价比超高的火锅店了，食材量大，价格美丽，半透明式的厨房，服务员也挺好的。去的时候人并不是很多，上菜很快，饮料酒水是自己去收银台取的。真的是平价版本海底捞，推荐来吃！南昌好像有很多分店，这家店在的商场略显冷清。,"出餐环节(正面), 服务整体环节 (正面), 分量多 (正面)"
真的很便宜啊，两个人点了160多都吃不完。 味道也还错，看着干干净净的。,
今天初七 来南昌打卡了粉色季季红，真的好久没吃 首先呢 看着环境不错，让心情愉悦，接着呢比较方便 现在点餐完都是机器人??️带着去座位，越来越科技了，还有就是菜品的性比价也比较高，消费不算贵，大家都可以的，菜品就是喜欢吃点什么,
今天天气不错，也不做客带小孩来吃火锅，还是挺好的。这家店也不错，还是可以来尝试一下,
位置方便好找，菜品新鲜价格实惠，服务也挺不错的，现在还要免费冰淇淋吃。,服务整体环节(正面)
经常过来吃 味道很好 现切牛肉很新鲜口感好吃,"食材好(正面), 口感好 (正面)"
环境可以，干净宽敞，单价低，就是服务有点不如人意，遇到的好几个服务员都不太机灵，尤其现场顾客不算多，伸手呼喊服务员好几次，几个人站着都看不到，走动的服务员没有环顾四周，但毕竟那么便宜也不好要求太多。,服务整体问题(负面)
味道还行。但是锅里没水了根本不管你，饮料还死贵。,
搞的什么自选菜品，还不如以前呢，拿菜的位置又小人又多 ，好多菜都没有空荡荡的，一个锅煮了十几分钟才开，根本没有什么服务，就味道跟以前吃的差不多,
菜品摆盘根本没有 那个肉卷就跟随手抓上来的一样 而且进门也没有迎宾位置纯靠自己乱找空位置前台也永远没人 服务员态度还差劲的要死不理人不耐烦 总之俩个字垃圾 下次不会再来了,"迎宾排队问题(负面), 服务整体问题 (负面)"
由于少来了一个人，菜点多了，本来是不给退的，但是最后还是理解我们给退了，感谢,
春节期间去吃火锅，店里客人不多，上菜快，价格实惠，味道正常，服务态度可以,出餐环节(正面)
笑死真就自助是吧。碗筷自己拿，硬料自己拿。下单了连个单子还要自己去拿。你家是真自助啊。,"店内服务问题(负面), 分量多 (正面), 服务整体问题 (负面)"
三鮮鍋底味道不錯，價格很便宜，調料很好吃還有免費的冰淇淋。,"菜品其他分类(正面), 口味好 (正面)"
昨天下午四个人吃完火锅，两个人回去后上吐下泻，现在胃好难受。,
性价比可以的 服务也好 下次还会再来 的,服务整体环节(正面)
环境不错(*๓´╰╯`๓)♡，菜品也好吃[色],
服务很差，半小时没人理，下了单半天不上汤底,"出餐问题(负面), 服务整体问题 (负面)"
很好吃，鱼片很嫩，上菜快，环境可以，服务可以,"出餐环节(正面), 服务整体环节 (正面), 口感好 (正面)"
环境很好，菜品新鲜，服务态度很好，价格实惠，吃火锅的首选之地《天空之城季季红》,服务整体环节(正面)
味道不错，经常吃的，服务也很好很热情的，环境太适合拍照打卡了，卫生也干净,服务整体环节(正面)
和朋友过来，都说味道不错，中午过来，不会很多人，服务挺好的，小姐姐还提醒我们有免费冰淇淋，爱了,
总的来说还是不错的，锅底挺便宜，小料和饮料也是正常价格。相比于去海底捞，这三块就划算不少。服务上看着郭美汤了，也比较主动的来加这边加了三次吧，都是看见了就来加了。人还是比较多的，我们是五点钟去的，出来的时候外面还有两桌在等位。食材应该算不错吧，就是牛肉是那种非常滑的肉。三个人一起217美团买了四张抵50的券。吃的还是比较饱的。,"价格低(正面), 服务整体环节 (正面)"
来过江西多趟，在南昌，每次都能看到很多季季红的门店和广告，在外地基本上是看不到的。江西朋友告诉我，季季红价格非常实惠，这次来景德镇发现旁边就有一个季季红，就把它当作第一餐吧 [薄荷]环境：环境还挺好的，整体通红非常干净整洁，店里人也很多 [服务铃]服务：服务还很不错，虽然整体价格便宜，但是还是服务还是很到位，我们坐在55号台当时跟小姐姐说给我们拿点水喝小姐姐也热心的来问要热水还是温水，最后给了我们一份温水，然后整体服务也都很积极响应，结合这个价格，我觉得这个服务应该算是相当的不错，特别要表扬一下昨天照看55号台的小姐姐 「羔羊卷」「精品肥牛」「鲜美肥羊卷」三份主要的肉，我们都要了小份整体还是很够吃的，肉质也不错价格应该是海底捞的三分之一吧 「莲藕肉丸子」「撒尿牛肉丸」丸子，我们要了莲藕和牛肉丸口感也很不错，但最后没有吃完价格也是相当的实惠 「海带苗」「墨鱼仔」「蔬菜拼盘」素菜，我们要了这几个还有一份豆制品素菜分量也不错，而且这个价格真的感人都是几块钱一份¥4的也差不多是海底捞的三分之一，甚至四分之一质量也很不错 「方便面」我们要了方便面，方便面看起来就像康师傅的方便面一样，价格也非常也很实惠，很不错 整体还是非常推荐的，这个季季红，如果开到外地去感觉能把海底捞给干倒… 锅底整体也非常的清爽，没有特别的油腻，还是很不错的推荐尝试,"口味好(正面), 服务整体环节 (正面), 口感好 (正面), 分量多 (正面)"
春节打卡的一家店，弟媳妇喜欢吃火锅，所以我们来了！ [服务铃]服务: 春节期间人手不够，态度还是错的！可以理解，辛苦 「牛肉卷」原材料很新鲜，色泽入口都是可以直接检验的，虾滑很嫩，肉也比较多，不会像有些店淀粉比较多 [薄荷]环境: 快乐城的五楼，环境没得说，很不错的,"食材好(正面), 口感好 (正面), 服务整体问题 (负面)"
很好。。。。。。。。。。。。。。。。,
环境好，服务态度度很好,服务整体环节(正面)
给五星是为了被看见！ 到底是什么让我凌晨四点不睡觉写下这篇评价 因为我真的实在太生气了  一进店里 点好了菜大概是五点半 点了也很多 上了锅底和两盘肉 其他的东西等到了六点十几分下陆续到（中间有催过一次 阿姨给我的回答含糊其辞根本听不清 最后我的态度强硬她帮我去催了一下配菜台）  说到了配菜台 因为菜品迟迟不上 我和我朋友都关注配菜台那边 我们发现 配蔬菜的人员只有一个 而当时店里也应该很忙 那位小哥忙了半天却也没配好一桌菜 最后还是许多大桌的菜都没有上 又来了一位小哥帮忙配菜 我们的菜品才上了 菜以上 我们发现 这个豆皮和生菜和油麦菜根本不新鲜 其实当时真的没计较那么多 所以也没有专门拍照 不知道这些照片能不能看的明白  在吃的过程中 服务态度真的不行 我觉得你难吃就难吃吧 服务态度不好我也可以接受 但你的食材不新鲜导致我从昨晚十点到家拉肚子拉到现在我真的很生气 我真的从来没有这么生气过 一个这么大的连锁店 又开在商场里 不会做生意不要做了可以吗,"出餐问题(负面), 服务整体问题 (负面)"
说好的免费雪糕没有，免费糖水没有，茶水没有，要个白酒杯，也没有，白开水还要自己动手倒，不会再有下次了,店内服务问题(负面)
一个图片让你吃不下，碗边边上不知道粘的什么,卫生差(负面)
和朋友一起回来吃的，三个人，差不多吃了180，味道还是很不错的，就是分量相对比其他的店会稍微少点，油炸的小僵黄鱼炸的很到位，很好吃，酥酥脆脆的，超不错，酸菜啊，啥的都很不错，店里人也很多，生意超好，下次也还会再来的哦,"菜品其他分类(正面), 口味好 (正面)"
服务很满意，菜品很新鲜，卫生干净整洁，上锅上菜速度很快，下次还会来,"出餐环节(正面), 服务整体环节 (正面)"
[薄荷]环境:环境舒适，烟火气息，味道不错，性价比很高 [服务铃]服务:服务态度极其好，非常赞 ????????????????????,服务整体环节(正面)
便宜又好吃，性价比之王，值得再来 [薄荷]环境:优良 [服务铃]服务:服务态度好 菜品新鲜，装盘美观，番茄锅底巨好吃，调亮种类丰富，菜品选择多，想吃啥都有，正好离我家很近，我来了几次，很喜欢这里的服务，店员很热情，有中小时候父母照顾自己的感觉，挺有亲切感，我印象最深的就是这里的肥羊卷，肉质鲜嫩新鲜一吃就知道，非常值得购买，这就是我的宝藏火锅底，大家快冲！！！,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面), 口感好 (正面)"
态度很差 千万别去  1.那么大个火锅店 问有没有开水 说没有接水的壶 要我们自己拿个小茶杯去接   2.纸巾也没有 等了十几分钟 问一下也要自己去拿 那怎么没有服务员来提醒 3.点了餐 等了15分钟左右没有上什么都没有上 手机扫 发现点餐失效了？  跑过去问服务员 说要先付钱 ？那怎么没有服务员提醒 一桌人在这里坐着也没有一个来问有没有下单什么的 服务员在我们后面嘻嘻哈哈聊天  4.  什么都要自己拿 是火锅店还是自助火锅？ 店里没有什么人都空的 服务员在那嘻嘻哈哈 服务态度真差 5 . 菜虽然便宜 但是味道不行  味道很差了菜摆的乱七八糟 最后一张是我自己摆的 6.锅底清淡  汤少只有一半  怪不得人那么少  服务不行 态度不行 什么都不行 比自助火锅还差,"分量少(负面), 点餐问题 (负面), 出餐问题 (负面), 口味好 (正面), 服务整体问题 (负面)"
[薄荷]环境：一楼和二楼都可以坐。位置 挺宽敞的。 [服务铃]服务：服务响应有点慢，叫不到人也叫不动人。 「鲜嫩肥牛卷」肥牛卷有大份的有小份的可以看人数选。菜品就不说了，几乎都不踩雷，然后价格也非常实惠。「冰火蕉佳」「红糖糍粑」「黄喉」,服务整体问题(负面)
南昌探店 |【季季红火锅】 在南昌吃的最满意的一家店了！ 给季季红打call! 去南昌前做攻略看到网友们推荐他家， 说是江西省自己的火锅店. 在秋水广场看完喷泉顺着绿地双子塔一路走来一直没找到吃的， 结果发现了季季红， 想到网友推荐就尝尝吧， 可真的太amzing了！ [服务铃]服务: 服务很好[强] 都是年轻人，很热情也很麻利. 肉很新鲜，点的都没有踩雷. 价格还都很美丽！锅底20+（比我们家那有些火锅店的锅底都便宜）、一份冬瓜3块呜呜（也是家里火锅店难有的价格） 小料区还有红枣银耳莲子粥，可以无限续，超级好喝！ 单独要说下他家的『火锅方便面』！第一次在火锅店吃到部队火锅里那样的方便面，蘸油碟解锁了新大陆哈哈哈真的好好吃! 用完优惠俩人花了80出头吃得饱饱的， 真的爱了爱了[拥抱],"服务整体环节(正面), 食材好 (正面)"
开车路过、和家人一起来的。环境不错、蛮大的。价格也很实惠，肥牛份量足。番茄??的汤底好喝，麻辣的吃到后面毕竟辣。调料也很丰富，就是碗筷要自己拿、有些不习惯。其他都挺不错的，大爱肥牛[色]旁边有一家直接点了4份[强],"菜品其他分类(正面), 食材好 (正面), 分量多 (正面)"
[薄荷]环境: 商场3楼，据朋友说是江西的老品牌，消费群体大概是学生，主打平价 [服务铃]服务: OK，服务员都是些小年轻[偷笑] 「鲜嫩肥牛卷」「会跳舞的牛蛙」「手工虾滑」「嫩牛肉片」食材的水平大概属于自助的水平，锅底也是，但是价格也相对平价。适合学生吃,
服务态度很满意，环境舒适，卫生干净整洁,服务整体环节(正面)
元旦来赣州旅游走走，看到好多季季红火锅 于是便选择距离酒店一家排队尝试下 给我的整体印象就是：低配海底捞！ [服务铃]服务：元旦跨年夜挺忙碌的，服务可以忽略不计[笑哭] [薄荷]环境：卫生简洁，装修比较简约 ??菜品：分量中等适合2人吃，口味中规中矩，感觉挺多是冻品，不过价格确实很感人！ 加上装修也是红色，真是妥妥的海底捞！赣州人民还是蛮幸福的！,
回家自然要支持本土品牌的火锅啦，季季红算是江西最成功的火锅品牌吧。关键是润达这家店的装修太时髦了，不像是火锅店。口味还可以，唯一让北方回来的人不满意的是芝麻酱也太稀了，跟酸奶似的。 肉也比较新鲜，还可以吃炸串。 春节期间人很多，建议早点去占位，服务人员有点招呼不过来。 价位合理，相对于海底捞要合适的多。,"口感差(负面), 食材好 (正面), 服务整体问题 (负面)"
进来没人指引，自己找位置做，服务员很多，都站着跟没事人一样，桌子上有油渍找人过来处理，服务员态度很不好，开口很凶说不是擦了吗，哪里有，指给她看，才乖乖过来，等了20几分钟，前台才过来问我们几个人，也没给我们上餐具，就一张桌子，水壶都没有，关键是人也不多啊，忙什么呢？？？,"迎宾排队问题(负面), 店内服务问题 (负面), 服务整体问题 (负面)"
锅底浓厚浓郁 ，香气扑鼻，令人垂涎欲滴，食材新鲜优质。色泽鲜艳。让人食欲大开。长期鲜美醇厚。回味悠长。令人赞口不绝。肉类鲜嫩爽口。蔬菜清香脆嫩 ，让人吃的津津有味。,"口味好(正面), 口感好 (正面)"
蛮好吃 服务态度也挺好 特别是肉卷 棒棒棒,服务整体环节(正面)
蘸料种类丰富，风味独特。满足不同口味的需求。环境敞亮明亮。服务热情周到，让人用餐舒心，价格公道实惠。性价比高。让人吃得开心。总体来说这家火锅店无论是菜品质量，服务态度还是用餐环境方面，都给人留下深刻的印象，值得推荐！,"口味好(正面), 服务整体环节 (正面), 食材好 (正面)"
门口停车场很大 很方便，上菜也很快，价格很便宜，性价比在线。,出餐环节(正面)
[薄荷]环境: 环境很好 装修好看新颖 [服务铃]服务: 上菜很快 加汤及时 推荐,"出餐环节(正面), 服务整体环节 (正面)"
上菜速度很快上菜速度很快，餐品很新鲜，味道很好，份量很足，非常好吃。,"出餐环节(正面), 菜品其他分类 (正面), 口味好 (正面), 食材好 (正面), 分量多 (正面)"
排号不合理，前台问也是爱理不理。 服务极差,服务整体问题(负面)
真的是差到不行了❌再也不想来第二次[心碎][心碎][心碎] 进门就是到处的脏乱差，几乎没有空桌，都是脏的，没人收拾[衰][衰][衰] 食材全是冻的，油豆腐都是冻的，真的是太差劲了?? 还有上菜速度也是蜗牛??爬的，一盘牛肉还要三催四请才能上、更加还有这个汤，大家看看我这个锅都要烧干了，喊了几次加汤加汤加汤、就是不给我加，我难道是花钱买气受的吗？我是白嫖了嘛？没给钱吗？真的是夫妻[发怒][发怒][发怒],"店内服务问题(负面), 出餐问题 (负面), 食材差 (负面), 服务整体问题 (负面)"
